loan_id,source,financial_institution,interest_rate,unpaid_principal_bal,loan_term,origination_date,first_payment_date,loan_to_value,number_of_borrowers,debt_to_income_ratio,borrower_credit_score,loan_purpose,insurance_percent,co-borrower_credit_score,insurance_type,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13
5.92E+11,X,OTHER,3.125,168000,180,2/1/2012,Apr-12,80,2,10,791,A23,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.03E+11,X,"Miller, Mcclure and Allen",4.99,59000,360,1/1/2012,Mar-12,90,1,45,685,C86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.48E+11,X,Browning-Hart,3.75,67000,120,1/1/2012,Mar-12,30,2,17,799,B12,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.15E+11,Y,Browning-Hart,4,393000,360,1/1/2012,Mar-12,95,1,39,783,C86,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.22E+11,X,OTHER,3.625,40000,180,1/1/2012,Mar-12,27,2,34,815,B12,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.80E+11,X,OTHER,4.25,84000,360,1/1/2012,Mar-12,80,2,25,717,B12,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.47E+11,X,OTHER,4.625,267000,360,1/1/2012,Mar-12,85,1,45,682,A23,12,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
9.93E+11,X,OTHER,3.5,83000,180,1/1/2012,Mar-12,34,1,22,794,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.70E+11,X,Browning-Hart,4.375,316000,360,1/1/2012,Mar-12,65,1,30,643,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.30E+11,Z,Richards-Walters,3.875,285000,180,2/1/2012,Apr-12,40,2,4,773,A23,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.04E+11,X,OTHER,4,290000,360,1/1/2012,Mar-12,71,2,22,794,A23,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.20E+11,Y,Browning-Hart,4,299000,360,2/1/2012,Apr-12,95,2,37,757,C86,30,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.10E+11,Y,Browning-Hart,4.75,158000,360,1/1/2012,Mar-12,80,1,10,808,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.30E+11,X,OTHER,3.875,270000,360,2/1/2012,Apr-12,97,2,36,809,C86,30,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.09E+11,X,OTHER,3.25,113000,180,2/1/2012,Apr-12,71,2,47,796,A23,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.89E+11,Z,Browning-Hart,4,188000,360,1/1/2012,Mar-12,43,1,36,799,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.97E+11,X,"Martinez, Duffy and Bird",3.93,265000,360,2/1/2012,Apr-12,52,1,30,704,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.18E+11,Z,Suarez Inc,3.8,406000,360,1/1/2012,Feb-12,43,1,18,805,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.90E+11,X,OTHER,3.75,164000,360,2/1/2012,Apr-12,80,2,35,807,C86,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.31E+11,Z,"Miller, Mcclure and Allen",2.99,350000,180,1/1/2012,Mar-12,68,2,26,796,A23,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.31E+11,X,Browning-Hart,4.5,187000,360,1/1/2012,Mar-12,73,2,24,757,A23,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.08E+11,Y,Browning-Hart,5.25,63000,360,2/1/2012,Apr-12,80,2,42,817,C86,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.39E+11,X,Suarez Inc,4.25,481000,360,2/1/2012,Apr-12,55,1,47,793,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.94E+11,Z,Browning-Hart,3.5,325000,360,2/1/2012,Apr-12,64,2,19,778,A23,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.97E+11,X,OTHER,3.875,128000,360,1/1/2012,Mar-12,80,2,13,765,A23,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+11,X,OTHER,4,171000,240,1/1/2012,Mar-12,70,1,43,721,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.93E+11,X,OTHER,4,287000,360,3/1/2012,May-12,80,2,48,762,C86,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.67E+11,X,OTHER,3.925,121000,360,2/1/2012,Apr-12,75,1,43,759,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.55E+11,X,OTHER,4.125,123000,360,2/1/2012,Apr-12,79,2,36,772,B12,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.21E+11,X,Browning-Hart,4.875,193000,360,1/1/2012,Mar-12,70,1,44,750,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.42E+11,X,"Swanson, Newton and Miller",4.375,114000,360,2/1/2012,Apr-12,68,2,42,690,A23,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.99E+11,Y,Browning-Hart,4.25,328000,360,1/1/2012,Mar-12,80,1,14,798,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.35E+11,X,Browning-Hart,4.375,144000,360,2/1/2012,Apr-12,95,2,28,663,C86,30,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.43E+11,Y,Edwards-Hoffman,4.375,173000,360,2/1/2012,Apr-12,79,2,32,792,A23,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.38E+11,X,OTHER,3.5,190000,180,1/1/2012,Mar-12,22,2,27,801,B12,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.68E+11,X,OTHER,3,110000,180,3/1/2012,May-12,67,2,38,769,B12,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.62E+11,Z,OTHER,3.875,417000,360,2/1/2012,Apr-12,80,2,35,741,C86,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.25E+11,X,Suarez Inc,3.875,403000,360,1/1/2012,Mar-12,44,2,28,813,A23,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.71E+11,X,OTHER,3.125,375000,180,1/1/2012,Mar-12,68,2,45,812,A23,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.32E+11,Y,Browning-Hart,3.875,208000,360,3/1/2012,May-12,71,1,35,796,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.45E+11,Z,Browning-Hart,5.125,141000,360,1/1/2012,Mar-12,80,1,43,663,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.38E+11,Y,Browning-Hart,3.75,369000,360,2/1/2012,Apr-12,80,2,44,748,C86,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81E+11,Z,"Taylor, Hunt and Rodriguez",3.875,417000,360,2/1/2012,Apr-12,53,2,18,808,B12,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.62E+11,Y,"Turner, Baldwin and Rhodes",4,112000,360,2/1/2012,Apr-12,80,2,24,717,B12,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.75E+11,Y,Browning-Hart,4.375,185000,360,1/1/2012,Mar-12,95,2,13,815,C86,30,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.42E+11,X,OTHER,3.25,228000,120,1/1/2012,Feb-12,64,2,39,804,A23,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.45E+11,Z,Browning-Hart,4.25,37000,360,2/1/2012,Apr-12,70,2,32,801,C86,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.43E+11,X,OTHER,4,367000,360,2/1/2012,Apr-12,80,2,13,758,C86,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.45E+11,X,"Miller, Mcclure and Allen",4.25,417000,360,2/1/2012,Mar-12,70,1,10,791,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.41E+11,X,"Turner, Baldwin and Rhodes",3.875,233000,360,2/1/2012,Apr-12,92,1,44,763,A23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.40E+11,Y,Browning-Hart,4.25,181000,360,2/1/2012,Mar-12,73,2,37,808,B12,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.34E+11,Y,Browning-Hart,4,142000,360,1/1/2012,Mar-12,85,2,40,709,B12,12,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.40E+11,Y,Browning-Hart,3.875,444000,360,2/1/2012,Apr-12,76,2,21,781,A23,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.03E+11,X,OTHER,3.125,170000,180,1/1/2012,Mar-12,65,2,26,762,A23,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+11,Y,Edwards-Hoffman,4.875,45000,360,2/1/2012,Apr-12,53,1,49,700,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.51E+11,X,OTHER,4.375,149000,360,2/1/2012,Apr-12,95,1,42,765,C86,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.26E+11,Y,Browning-Hart,3.125,52000,180,2/1/2012,Apr-12,17,1,13,804,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.49E+11,X,OTHER,3.875,201000,360,3/1/2012,May-12,87,1,41,712,A23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.94E+11,Y,Browning-Hart,3.75,173000,360,1/1/2012,Mar-12,44,2,12,783,B12,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.63E+11,X,Browning-Hart,4.25,166000,360,1/1/2012,Apr-12,55,2,38,777,B12,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.24E+11,Y,Browning-Hart,4.375,102000,360,1/1/2012,Mar-12,65,2,36,802,C86,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.47E+11,Y,"Turner, Baldwin and Rhodes",3.875,134000,180,2/1/2012,Apr-12,77,2,28,802,A23,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.05E+11,Z,"Miller, Mcclure and Allen",2.99,136000,180,2/1/2012,Apr-12,49,1,41,767,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.93E+11,X,Browning-Hart,4,152000,360,2/1/2012,Apr-12,80,1,42,737,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.97E+11,Y,Browning-Hart,4.625,58000,360,2/1/2012,Apr-12,80,2,28,779,A23,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.41E+11,Y,Edwards-Hoffman,3.875,155000,240,1/1/2012,Mar-12,62,1,41,783,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.52E+11,Y,"Swanson, Newton and Miller",3.5,80000,120,2/1/2012,Apr-12,73,2,36,799,B12,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.99E+11,X,Browning-Hart,4.375,400000,360,1/1/2012,Mar-12,90,1,36,718,C86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.90E+11,Z,OTHER,3.99,258000,240,1/1/2012,Mar-12,79,2,22,755,A23,0,709,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.67E+11,X,Suarez Inc,3.375,155000,180,2/1/2012,Apr-12,79,1,35,801,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.55E+11,X,"Swanson, Newton and Miller",4,268000,360,3/1/2012,May-12,80,1,35,751,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.92E+11,Z,Edwards-Hoffman,3.5,154000,180,1/1/2012,Mar-12,30,2,15,809,A23,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.24E+11,X,OTHER,3.375,176000,180,2/1/2012,Apr-12,95,2,31,712,C86,25,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.15E+11,Z,OTHER,2.99,216000,180,2/1/2012,Apr-12,72,2,14,801,A23,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.72E+11,X,"Martinez, Duffy and Bird",3.73,165000,360,1/1/2012,Mar-12,71,2,35,756,C86,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.12E+11,Y,Suarez Inc,4.125,159000,360,2/1/2012,Apr-12,75,2,39,752,A23,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.54E+11,Z,OTHER,4.375,290000,360,1/1/2012,Mar-12,95,2,43,782,C86,30,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.23E+11,Y,OTHER,3.75,234000,360,3/1/2012,May-12,89,1,42,745,A23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.19E+11,X,"Martinez, Duffy and Bird",4.368,108000,360,1/1/2012,Mar-12,80,1,44,784,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.41E+11,X,Browning-Hart,3.125,228000,180,3/1/2012,May-12,80,1,40,708,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.44E+11,Y,Nicholson Group,3.375,125000,120,1/1/2012,Mar-12,56,2,40,701,B12,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.03E+11,Y,Sanchez-Robinson,3.125,244000,180,2/1/2012,Apr-12,68,2,27,780,A23,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.49E+11,X,Browning-Hart,4.875,181000,360,1/1/2012,Mar-12,31,2,43,769,A23,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.25E+11,X,OTHER,3.75,212000,240,2/1/2012,Apr-12,67,2,11,791,A23,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.81E+11,Y,Browning-Hart,4.375,82000,360,2/1/2012,Apr-12,80,1,37,720,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.71E+11,Y,Browning-Hart,4,165000,360,1/1/2012,Mar-12,63,1,37,755,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60E+11,Y,OTHER,3.125,216000,120,2/1/2012,Apr-12,72,2,13,795,A23,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.21E+11,X,OTHER,4,280000,360,2/1/2012,Apr-12,71,2,37,811,B12,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.06E+11,Y,Richards-Walters,3.375,230000,180,2/1/2012,Apr-12,43,2,10,814,A23,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.65E+11,X,OTHER,4,199000,360,2/1/2012,Apr-12,80,1,42,787,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.82E+11,X,OTHER,3,53000,180,2/1/2012,Apr-12,54,1,31,804,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.00E+11,Z,Nicholson Group,3.25,210000,180,1/1/2012,Mar-12,70,1,30,754,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.55E+11,Z,OTHER,3.375,205000,120,1/1/2012,Mar-12,52,2,41,780,B12,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.06E+11,Y,Browning-Hart,4.25,112000,360,2/1/2012,Apr-12,80,1,26,706,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.14E+11,Y,"Cole, Brooks and Vincent",4.25,167000,360,2/1/2012,Apr-12,97,2,44,768,A23,30,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.74E+11,X,OTHER,3.875,261000,360,2/1/2012,Apr-12,90,1,37,784,C86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.74E+11,X,OTHER,3.625,180000,180,1/1/2012,Mar-12,70,2,23,774,B12,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49E+11,Y,Browning-Hart,4.5,148000,360,1/1/2012,Mar-12,71,2,38,795,B12,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00E+11,X,OTHER,3.25,74000,180,2/1/2012,Apr-12,47,2,32,804,B12,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.15E+11,Z,Browning-Hart,3.5,417000,360,2/1/2012,Apr-12,75,1,36,807,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.42E+11,Z,OTHER,3.375,195000,120,1/1/2012,Apr-12,56,2,41,811,A23,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.81E+11,Z,OTHER,3.875,163000,240,2/1/2012,Mar-12,76,2,36,745,A23,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.46E+11,X,OTHER,3.13,194000,120,1/1/2012,Mar-12,54,2,41,748,C86,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.92E+11,X,"Romero, Woods and Johnson",3.375,83000,120,1/1/2012,Mar-12,53,2,26,733,B12,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.18E+11,X,OTHER,3.375,539000,180,3/1/2012,May-12,42,2,33,801,A23,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.72E+11,X,"Swanson, Newton and Miller",3.375,300000,180,2/1/2012,Apr-12,67,2,26,808,A23,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.57E+11,Z,OTHER,4.375,281000,360,3/1/2012,May-12,85,2,43,657,C86,12,659,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.55E+11,Y,Browning-Hart,4.375,236000,360,1/1/2012,Mar-12,57,2,35,808,A23,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.00E+11,X,OTHER,4.5,116000,360,2/1/2012,Apr-12,70,1,39,794,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.20E+11,X,OTHER,3.875,143000,360,1/1/2012,Mar-12,54,2,18,802,A23,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.55E+11,X,OTHER,4.625,383000,360,1/1/2012,Mar-12,75,2,44,711,A23,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.47E+11,Y,Nicholson Group,4.375,208000,360,1/1/2012,Mar-12,95,1,33,705,A23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+11,Z,Browning-Hart,3.875,333000,360,2/1/2012,Apr-12,48,2,39,730,A23,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.40E+11,Z,OTHER,4.25,158000,360,3/1/2012,May-12,78,2,27,663,A23,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.88E+11,Y,"Swanson, Newton and Miller",3.875,168000,240,2/1/2012,Apr-12,74,2,29,789,A23,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.98E+11,X,OTHER,3.625,180000,240,2/1/2012,Apr-12,78,2,18,798,B12,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.10E+11,X,OTHER,3.375,189000,180,3/1/2012,May-12,79,2,26,799,A23,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.97E+11,X,"Martinez, Duffy and Bird",3.94,340000,360,3/1/2012,May-12,80,2,32,684,C86,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.65E+11,X,OTHER,3.75,163000,240,2/1/2012,Apr-12,76,2,35,706,B12,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.99E+11,Y,Edwards-Hoffman,3.99,404000,360,1/1/2012,Mar-12,78,2,33,803,B12,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.61E+11,X,OTHER,2.875,95000,120,1/1/2012,Mar-12,42,1,27,812,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+11,X,OTHER,3.125,85000,180,2/1/2012,Apr-12,30,2,41,764,A23,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.75E+11,X,OTHER,3.75,92000,180,2/1/2012,Apr-12,60,1,13,792,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.42E+11,X,OTHER,3.75,180000,180,1/1/2012,Mar-12,80,2,32,802,A23,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.56E+11,X,Browning-Hart,3.375,343000,180,1/1/2012,Mar-12,57,1,33,801,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.51E+11,X,OTHER,4.25,377000,360,3/1/2012,May-12,40,1,49,795,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.24E+11,X,OTHER,3.9,138000,360,2/1/2012,Apr-12,55,2,32,787,A23,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.85E+11,X,OTHER,3.875,217000,360,2/1/2012,Apr-12,58,1,16,823,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.04E+11,X,Browning-Hart,4,96000,360,2/1/2012,Apr-12,80,1,23,803,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.19E+11,Y,Browning-Hart,3.75,230000,240,2/1/2012,Apr-12,62,2,34,779,A23,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.94E+11,X,OTHER,3.125,138000,180,3/1/2012,May-12,60,2,31,800,A23,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.18E+11,X,OTHER,4,354000,360,2/1/2012,Apr-12,80,2,21,804,B12,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.49E+11,X,Browning-Hart,3.375,200000,180,2/1/2012,Apr-12,56,2,19,737,A23,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.63E+11,X,OTHER,3.25,288000,120,1/1/2012,Mar-12,80,1,18,680,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.12E+11,X,OTHER,3.75,320000,360,2/1/2012,Apr-12,65,2,31,770,B12,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99E+11,Z,OTHER,3.875,260000,180,3/1/2012,May-12,36,1,46,767,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.27E+11,X,OTHER,2.875,140000,180,2/1/2012,Apr-12,54,2,15,816,B12,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.35E+11,X,"Swanson, Newton and Miller",4.125,122000,180,1/1/2012,Mar-12,62,2,39,726,A23,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.62E+11,X,Browning-Hart,3.875,300000,360,3/1/2012,May-12,28,1,48,800,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.78E+11,Y,Edwards-Hoffman,4.49,75000,360,1/1/2012,Mar-12,75,2,20,764,C86,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.37E+11,Y,Edwards-Hoffman,3.75,140000,360,2/1/2012,Apr-12,51,2,35,798,C86,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.53E+11,X,"Martinez, Duffy and Bird",4,243000,360,1/1/2012,Mar-12,69,1,26,767,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.45E+11,X,OTHER,3.625,125000,240,1/1/2012,Mar-12,72,2,23,802,A23,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.76E+11,X,OTHER,4,180000,360,1/1/2012,Mar-12,77,2,19,811,A23,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.84E+11,X,OTHER,3.75,228000,360,1/1/2012,Mar-12,80,2,15,729,C86,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.03E+11,X,Browning-Hart,3.75,153000,240,2/1/2012,Apr-12,62,1,38,785,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.42E+11,Y,Browning-Hart,3.875,211000,360,1/1/2012,Mar-12,59,2,16,788,A23,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.07E+11,X,OTHER,4,232000,360,3/1/2012,May-12,80,1,20,766,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.54E+11,Z,Richards-Walters,3.75,398000,360,2/1/2012,Apr-12,59,2,42,722,A23,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.32E+11,Y,Edwards-Hoffman,3,200000,120,3/1/2012,May-12,80,2,32,707,A23,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+11,X,OTHER,4.125,417000,360,3/1/2012,May-12,62,2,29,700,C86,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50E+11,Y,OTHER,3.375,121000,180,2/1/2012,Apr-12,63,2,17,743,A23,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.10E+11,X,OTHER,3.875,141000,360,2/1/2012,Apr-12,65,1,20,783,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.27E+11,Y,Edwards-Hoffman,3.99,355000,360,3/1/2012,May-12,72,1,43,782,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.58E+11,X,OTHER,4,72000,360,2/1/2012,May-12,23,1,45,687,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.74E+11,Y,Browning-Hart,4.125,96000,360,2/1/2012,Apr-12,58,2,38,780,B12,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.12E+11,Y,OTHER,4,350000,360,2/1/2012,Apr-12,52,1,7,794,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.23E+11,Y,OTHER,4.625,236000,360,1/1/2012,Mar-12,80,1,35,773,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.52E+11,X,OTHER,4.125,202000,360,3/1/2012,May-12,97,2,43,742,C86,35,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.34E+11,Y,OTHER,4.125,85000,180,1/1/2012,Mar-12,48,2,41,777,B12,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.70E+11,X,OTHER,4.625,415000,360,2/1/2012,Apr-12,72,2,47,799,A23,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.39E+11,X,OTHER,4.375,215000,360,2/1/2012,Apr-12,80,1,34,712,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.35E+11,Y,OTHER,3.75,180000,360,2/1/2012,Apr-12,80,1,25,769,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.25E+11,X,OTHER,3.05,94000,180,2/1/2012,Apr-12,63,2,39,790,A23,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.88E+11,Y,Browning-Hart,4.5,248000,360,2/1/2012,Apr-12,61,1,46,737,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.73E+11,Y,Edwards-Hoffman,3.5,288000,180,2/1/2012,Apr-12,89,1,41,757,A23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.40E+11,X,OTHER,4.25,127000,360,3/1/2012,May-12,97,1,22,788,A23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.06E+11,X,OTHER,3.5,139000,120,2/1/2012,Apr-12,61,1,17,788,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.30E+11,Z,Browning-Hart,4.625,112000,360,1/1/2012,Mar-12,80,1,41,770,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
